project_id,ward,region,representative,department,fiscal_year,project,allocated_amount,spent_amount,status,start_date,expected_end_date,description
1173,Ward 13,South,Vijay Kumar,Sanitation,2023-24,Public Toilet Upgrade,4240000,3650000,In Progress,2023-05-07,2024-02-17,Public Toilet Upgrade for Ward 13
1174,Ward 13,South,Vijay Kumar,Healthcare,2023-24,Medical Equipment Purchase,4530000,2970000,In Progress,2023-06-19,2024-02-15,Medical Equipment Purchase for Ward 13
1175,Ward 13,South,Vijay Kumar,Healthcare,2023-24,Community Health Facility,4930000,3560000,In Progress,2023-11-13,2024-06-30,Community Health Facility for Ward 13
1176,Ward 13,South,Vijay Kumar,Education,2023-24,Library Development,1970000,1810000,Completed,2023-01-20,2023-12-30,Library Development for Ward 13
1177,Ward 13,South,Vijay Kumar,Education,2023-24,School Renovation,4190000,3920000,Completed,2023-04-20,2024-01-15,School Renovation for Ward 13
1178,Ward 13,South,Vijay Kumar,Education,2023-24,Classroom Construction,2540000,1740000,In Progress,2023-12-25,2024-06-02,Classroom Construction for Ward 13
1179,Ward 13,South,Vijay Kumar,Water Supply,2023-24,Water Pipeline Expansion,4250000,3970000,Completed,2023-05-15,2023-08-30,Water Pipeline Expansion for Ward 13
1180,Ward 13,South,Vijay Kumar,Water Supply,2023-24,Water Tank Construction,4100000,210000,Planned,2023-12-14,2024-06-10,Water Tank Construction for Ward 13
1181,Ward 13,South,Vijay Kumar,Infrastructure,2023-24,Community Hall Construction,2070000,1850000,In Progress,2023-06-17,2024-05-28,Community Hall Construction for Ward 13
1182,Ward 13,South,Vijay Kumar,Infrastructure,2023-24,Bus Shelter Development,3680000,3350000,Completed,2023-08-10,2024-04-29,Bus Shelter Development for Ward 13
1183,Ward 14,South,Naveen Reddy,Roads,2023-24,Road Expansion,5490000,740000,Planned,2023-04-22,2024-02-09,Road Expansion for Ward 14
1184,Ward 14,South,Naveen Reddy,Roads,2023-24,Footpath Improvement,6080000,5480000,Completed,2023-07-01,2024-02-11,Footpath Improvement for Ward 14
1185,Ward 14,South,Naveen Reddy,Sanitation,2023-24,Public Toilet Upgrade,3170000,2460000,In Progress,2023-11-09,2024-12-02,Public Toilet Upgrade for Ward 14
1186,Ward 14,South,Naveen Reddy,Sanitation,2023-24,Sewer Line Expansion,2780000,2340000,In Progress,2023-11-08,2024-10-04,Sewer Line Expansion for Ward 14
1187,Ward 14,South,Naveen Reddy,Healthcare,2023-24,Community Health Facility,2150000,1990000,Completed,2023-10-08,2024-02-07,Community Health Facility for Ward 14
1188,Ward 14,South,Naveen Reddy,Healthcare,2023-24,PHC Upgrade,3900000,3050000,In Progress,2023-11-14,2024-04-11,PHC Upgrade for Ward 14
1189,Ward 14,South,Naveen Reddy,Healthcare,2023-24,Health Center Renovation,2480000,2350000,Completed,2023-08-04,2023-12-21,Health Center Renovation for Ward 14
1190,Ward 14,South,Naveen Reddy,Education,2023-24,School Renovation,2580000,2080000,In Progress,2023-06-22,2024-06-22,School Renovation for Ward 14
1191,Ward 14,South,Naveen Reddy,Education,2023-24,Classroom Construction,3080000,2700000,In Progress,2023-07-21,2023-12-08,Classroom Construction for Ward 14
1192,Ward 14,South,Naveen Reddy,Water Supply,2023-24,Water Tank Construction,4900000,4090000,In Progress,2023-05-02,2024-02-05,Water Tank Construction for Ward 14
1193,Ward 14,South,Naveen Reddy,Water Supply,2023-24,Pipeline Repair,2950000,2280000,In Progress,2023-06-04,2024-03-08,Pipeline Repair for Ward 14
1194,Ward 14,South,Naveen Reddy,Infrastructure,2023-24,Bus Shelter Development,2850000,2740000,Completed,2023-07-09,2024-01-12,Bus Shelter Development for Ward 14
1195,Ward 14,South,Naveen Reddy,Infrastructure,2023-24,Public Park Improvement,3800000,3610000,Completed,2023-02-22,2023-09-08,Public Park Improvement for Ward 14
1196,Ward 14,South,Naveen Reddy,Infrastructure,2023-24,Street Lighting,3060000,430000,Planned,2023-04-05,2024-04-18,Street Lighting for Ward 14
1197,Ward 15,South,Anusha Devi,Roads,2023-24,Footpath Improvement,3330000,3030000,Completed,2023-10-07,2024-05-03,Footpath Improvement for Ward 15
1198,Ward 15,South,Anusha Devi,Roads,2023-24,Street Repair,3780000,2530000,In Progress,2023-01-09,2023-06-22,Street Repair for Ward 15
1199,Ward 15,South,Anusha Devi,Sanitation,2023-24,Sewer Line Expansion,4300000,3470000,In Progress,2023-02-22,2023-06-05,Sewer Line Expansion for Ward 15
1200,Ward 15,South,Anusha Devi,Sanitation,2023-24,Drainage Construction,2150000,1600000,In Progress,2023-10-11,2024-01-17,Drainage Construction for Ward 15
1201,Ward 15,South,Anusha Devi,Sanitation,2023-24,Waste Management Facility,2250000,1430000,In Progress,2023-09-04,2024-01-04,Waste Management Facility for Ward 15
1202,Ward 15,South,Anusha Devi,Healthcare,2023-24,PHC Upgrade,3450000,3070000,In Progress,2023-02-15,2024-01-28,PHC Upgrade for Ward 15
1203,Ward 15,South,Anusha Devi,Healthcare,2023-24,Health Center Renovation,2710000,2260000,In Progress,2023-11-17,2024-07-18,Health Center Renovation for Ward 15
1204,Ward 15,South,Anusha Devi,Education,2023-24,Classroom Construction,3180000,270000,Planned,2023-07-14,2023-12-06,Classroom Construction for Ward 15
1205,Ward 15,South,Anusha Devi,Education,2023-24,School Laboratory Upgrade,3270000,40000,Planned,2023-10-05,2024-02-05,School Laboratory Upgrade for Ward 15
1206,Ward 15,South,Anusha Devi,Water Supply,2023-24,Pipeline Repair,2670000,2230000,In Progress,2023-12-11,2024-09-21,Pipeline Repair for Ward 15
1207,Ward 15,South,Anusha Devi,Water Supply,2023-24,Water Treatment Upgrade,5400000,4350000,In Progress,2023-10-14,2024-03-02,Water Treatment Upgrade for Ward 15
1208,Ward 15,South,Anusha Devi,Water Supply,2023-24,Water Pipeline Expansion,4770000,3140000,In Progress,2023-09-24,2024-04-11,Water Pipeline Expansion for Ward 15
1209,Ward 15,South,Anusha Devi,Infrastructure,2023-24,Public Park Improvement,2590000,2410000,Completed,2023-08-13,2024-06-10,Public Park Improvement for Ward 15
1210,Ward 15,South,Anusha Devi,Infrastructure,2023-24,Street Lighting,3260000,2370000,In Progress,2023-05-12,2023-10-27,Street Lighting for Ward 15
1211,Ward 16,South,Prakash Rao,Roads,2023-24,Street Repair,5070000,70000,Planned,2023-07-04,2024-04-09,Street Repair for Ward 16
1212,Ward 16,South,Prakash Rao,Roads,2023-24,Road Resurfacing,5520000,4490000,In Progress,2023-09-18,2024-06-02,Road Resurfacing for Ward 16
1213,Ward 16,South,Prakash Rao,Roads,2023-24,Road Expansion,5010000,3820000,In Progress,2023-07-24,2023-11-17,Road Expansion for Ward 16
1214,Ward 16,South,Prakash Rao,Sanitation,2023-24,Drainage Construction,4260000,3530000,In Progress,2023-10-17,2024-05-02,Drainage Construction for Ward 16
1215,Ward 16,South,Prakash Rao,Sanitation,2023-24,Waste Management Facility,2200000,1730000,In Progress,2023-06-18,2024-03-22,Waste Management Facility for Ward 16
1216,Ward 16,South,Prakash Rao,Healthcare,2023-24,Health Center Renovation,2410000,1720000,In Progress,2023-07-18,2024-08-29,Health Center Renovation for Ward 16
1217,Ward 16,South,Prakash Rao,Healthcare,2023-24,Medical Equipment Purchase,3840000,640000,Planned,2023-12-09,2024-03-22,Medical Equipment Purchase for Ward 16
1218,Ward 16,South,Prakash Rao,Education,2023-24,School Laboratory Upgrade,2430000,2100000,In Progress,2023-06-12,2023-09-13,School Laboratory Upgrade for Ward 16
1219,Ward 16,South,Prakash Rao,Education,2023-24,Library Development,2430000,1620000,In Progress,2023-02-05,2024-03-25,Library Development for Ward 16
1220,Ward 16,South,Prakash Rao,Education,2023-24,School Renovation,4570000,2980000,In Progress,2023-07-14,2024-05-31,School Renovation for Ward 16
1221,Ward 16,South,Prakash Rao,Water Supply,2023-24,Water Treatment Upgrade,3340000,2500000,In Progress,2023-10-20,2024-03-01,Water Treatment Upgrade for Ward 16
1222,Ward 16,South,Prakash Rao,Water Supply,2023-24,Water Pipeline Expansion,5050000,3400000,In Progress,2023-01-22,2023-06-02,Water Pipeline Expansion for Ward 16
1223,Ward 16,South,Prakash Rao,Infrastructure,2023-24,Street Lighting,2230000,1890000,In Progress,2023-08-14,2024-03-30,Street Lighting for Ward 16
1224,Ward 16,South,Prakash Rao,Infrastructure,2023-24,Community Hall Construction,2110000,1680000,In Progress,2023-02-10,2024-03-09,Community Hall Construction for Ward 16
1225,Ward 17,West,Harish Kumar,Roads,2023-24,Road Resurfacing,4350000,300000,Planned,2023-10-02,2024-01-03,Road Resurfacing for Ward 17
1226,Ward 17,West,Harish Kumar,Roads,2023-24,Road Expansion,3330000,3160000,Completed,2023-05-10,2024-01-22,Road Expansion for Ward 17
1227,Ward 17,West,Harish Kumar,Sanitation,2023-24,Waste Management Facility,2120000,1680000,In Progress,2023-03-13,2024-03-09,Waste Management Facility for Ward 17
1228,Ward 17,West,Harish Kumar,Sanitation,2023-24,Public Toilet Upgrade,3590000,2850000,In Progress,2023-06-03,2024-03-22,Public Toilet Upgrade for Ward 17
1229,Ward 17,West,Harish Kumar,Healthcare,2023-24,Medical Equipment Purchase,4560000,750000,Planned,2023-06-19,2024-04-23,Medical Equipment Purchase for Ward 17
1230,Ward 17,West,Harish Kumar,Healthcare,2023-24,Community Health Facility,3730000,3230000,In Progress,2023-02-13,2023-05-24,Community Health Facility for Ward 17
1231,Ward 17,West,Harish Kumar,Healthcare,2023-24,PHC Upgrade,4860000,3300000,In Progress,2023-08-23,2024-05-24,PHC Upgrade for Ward 17
1232,Ward 17,West,Harish Kumar,Education,2023-24,Library Development,2180000,1990000,Completed,2023-10-13,2024-10-05,Library Development for Ward 17
1233,Ward 17,West,Harish Kumar,Education,2023-24,School Renovation,2160000,1990000,Completed,2023-04-11,2023-10-04,School Renovation for Ward 17
1234,Ward 17,West,Harish Kumar,Water Supply,2023-24,Water Pipeline Expansion,2510000,2110000,In Progress,2023-04-25,2024-01-18,Water Pipeline Expansion for Ward 17
1235,Ward 17,West,Harish Kumar,Water Supply,2023-24,Water Tank Construction,3380000,3220000,Completed,2023-03-08,2023-07-28,Water Tank Construction for Ward 17
1236,Ward 17,West,Harish Kumar,Infrastructure,2023-24,Community Hall Construction,1950000,1340000,In Progress,2023-11-03,2024-05-01,Community Hall Construction for Ward 17
1237,Ward 17,West,Harish Kumar,Infrastructure,2023-24,Bus Shelter Development,3760000,3150000,In Progress,2023-10-25,2024-11-14,Bus Shelter Development for Ward 17
1238,Ward 17,West,Harish Kumar,Infrastructure,2023-24,Public Park Improvement,2630000,2480000,Completed,2023-11-20,2024-08-01,Public Park Improvement for Ward 17
1239,Ward 18,West,Deepa Devi,Roads,2023-24,Road Expansion,5710000,4790000,In Progress,2023-02-16,2023-12-29,Road Expansion for Ward 18
1240,Ward 18,West,Deepa Devi,Roads,2023-24,Footpath Improvement,4870000,4370000,In Progress,2023-06-17,2023-10-22,Footpath Improvement for Ward 18
1241,Ward 18,West,Deepa Devi,Sanitation,2023-24,Public Toilet Upgrade,2600000,380000,Planned,2023-02-21,2023-07-07,Public Toilet Upgrade for Ward 18
1242,Ward 18,West,Deepa Devi,Sanitation,2023-24,Sewer Line Expansion,3360000,2670000,In Progress,2023-09-24,2024-01-13,Sewer Line Expansion for Ward 18
1243,Ward 18,West,Deepa Devi,Sanitation,2023-24,Drainage Construction,2950000,2660000,Completed,2023-06-20,2024-05-18,Drainage Construction for Ward 18
1244,Ward 18,West,Deepa Devi,Healthcare,2023-24,Community Health Facility,3520000,3360000,Completed,2023-06-23,2023-11-03,Community Health Facility for Ward 18
1245,Ward 18,West,Deepa Devi,Healthcare,2023-24,PHC Upgrade,3530000,2400000,In Progress,2023-08-15,2024-08-07,PHC Upgrade for Ward 18
1246,Ward 18,West,Deepa Devi,Education,2023-24,School Renovation,3360000,2260000,In Progress,2023-05-13,2024-03-07,School Renovation for Ward 18
1247,Ward 18,West,Deepa Devi,Education,2023-24,Classroom Construction,4040000,450000,Planned,2023-06-03,2024-02-16,Classroom Construction for Ward 18
1248,Ward 18,West,Deepa Devi,Water Supply,2023-24,Water Tank Construction,2570000,2200000,In Progress,2023-12-22,2025-01-23,Water Tank Construction for Ward 18
1249,Ward 18,West,Deepa Devi,Water Supply,2023-24,Pipeline Repair,5020000,3690000,In Progress,2023-03-12,2023-11-15,Pipeline Repair for Ward 18
1250,Ward 18,West,Deepa Devi,Water Supply,2023-24,Water Treatment Upgrade,5320000,4590000,In Progress,2023-10-23,2024-03-04,Water Treatment Upgrade for Ward 18
1251,Ward 18,West,Deepa Devi,Infrastructure,2023-24,Bus Shelter Development,2320000,1740000,In Progress,2023-03-22,2024-03-15,Bus Shelter Development for Ward 18
1252,Ward 18,West,Deepa Devi,Infrastructure,2023-24,Public Park Improvement,1830000,1560000,In Progress,2023-01-12,2023-09-17,Public Park Improvement for Ward 18
1253,Ward 19,West,Rohit Rao,Roads,2023-24,Footpath Improvement,3240000,2250000,In Progress,2023-08-07,2024-02-28,Footpath Improvement for Ward 19
1254,Ward 19,West,Rohit Rao,Roads,2023-24,Street Repair,6190000,4170000,In Progress,2023-02-17,2024-02-18,Street Repair for Ward 19
1255,Ward 19,West,Rohit Rao,Roads,2023-24,Road Resurfacing,5600000,330000,Planned,2023-10-05,2024-11-03,Road Resurfacing for Ward 19
1256,Ward 19,West,Rohit Rao,Sanitation,2023-24,Sewer Line Expansion,2760000,1860000,In Progress,2023-10-06,2024-08-15,Sewer Line Expansion for Ward 19
1257,Ward 19,West,Rohit Rao,Sanitation,2023-24,Drainage Construction,1930000,1440000,In Progress,2023-08-20,2024-04-11,Drainage Construction for Ward 19
1258,Ward 19,West,Rohit Rao,Healthcare,2023-24,PHC Upgrade,4240000,3790000,In Progress,2023-04-10,2024-03-05,PHC Upgrade for Ward 19
1259,Ward 19,West,Rohit Rao,Healthcare,2023-24,Health Center Renovation,4680000,3210000,In Progress,2023-10-15,2024-09-05,Health Center Renovation for Ward 19
1260,Ward 19,West,Rohit Rao,Education,2023-24,Classroom Construction,4020000,3580000,In Progress,2023-07-06,2024-01-14,Classroom Construction for Ward 19
1261,Ward 19,West,Rohit Rao,Education,2023-24,School Laboratory Upgrade,4110000,2740000,In Progress,2023-11-16,2024-08-22,School Laboratory Upgrade for Ward 19
1262,Ward 19,West,Rohit Rao,Education,2023-24,Library Development,3440000,2250000,In Progress,2023-02-10,2023-06-22,Library Development for Ward 19
1263,Ward 19,West,Rohit Rao,Water Supply,2023-24,Pipeline Repair,4670000,3340000,In Progress,2023-03-14,2023-07-28,Pipeline Repair for Ward 19
1264,Ward 19,West,Rohit Rao,Water Supply,2023-24,Water Treatment Upgrade,5250000,3660000,In Progress,2023-06-01,2024-03-29,Water Treatment Upgrade for Ward 19
1265,Ward 19,West,Rohit Rao,Infrastructure,2023-24,Public Park Improvement,1740000,1380000,In Progress,2023-02-12,2023-09-04,Public Park Improvement for Ward 19
1266,Ward 19,West,Rohit Rao,Infrastructure,2023-24,Street Lighting,1680000,1580000,Completed,2023-11-11,2024-04-23,Street Lighting for Ward 19
1267,Ward 20,West,Swathi Kumar,Roads,2023-24,Street Repair,3090000,2220000,In Progress,2023-12-05,2024-10-30,Street Repair for Ward 20
1268,Ward 20,West,Swathi Kumar,Roads,2023-24,Road Resurfacing,4210000,190000,Planned,2023-03-18,2024-04-22,Road Resurfacing for Ward 20
1269,Ward 20,West,Swathi Kumar,Sanitation,2023-24,Drainage Construction,3140000,2060000,In Progress,2023-05-04,2023-08-26,Drainage Construction for Ward 20
1270,Ward 20,West,Swathi Kumar,Sanitation,2023-24,Waste Management Facility,2420000,2040000,In Progress,2023-02-04,2024-01-15,Waste Management Facility for Ward 20
1271,Ward 20,West,Swathi Kumar,Healthcare,2023-24,Health Center Renovation,3790000,2370000,In Progress,2023-04-23,2023-10-03,Health Center Renovation for Ward 20
1272,Ward 20,West,Swathi Kumar,Healthcare,2023-24,Medical Equipment Purchase,2910000,1800000,In Progress,2023-10-14,2024-04-16,Medical Equipment Purchase for Ward 20
1273,Ward 20,West,Swathi Kumar,Healthcare,2023-24,Community Health Facility,3990000,2590000,In Progress,2023-02-17,2024-02-20,Community Health Facility for Ward 20
1274,Ward 20,West,Swathi Kumar,Education,2023-24,School Laboratory Upgrade,3310000,3190000,Completed,2023-07-16,2023-11-05,School Laboratory Upgrade for Ward 20
1275,Ward 20,West,Swathi Kumar,Education,2023-24,Library Development,3660000,3520000,Completed,2023-01-12,2023-05-16,Library Development for Ward 20
1276,Ward 20,West,Swathi Kumar,Water Supply,2023-24,Water Treatment Upgrade,3360000,2940000,In Progress,2023-10-24,2024-07-10,Water Treatment Upgrade for Ward 20
1277,Ward 20,West,Swathi Kumar,Water Supply,2023-24,Water Pipeline Expansion,2690000,1990000,In Progress,2023-11-06,2024-09-28,Water Pipeline Expansion for Ward 20
1278,Ward 20,West,Swathi Kumar,Infrastructure,2023-24,Street Lighting,3830000,3010000,In Progress,2023-03-03,2024-01-21,Street Lighting for Ward 20
1279,Ward 20,West,Swathi Kumar,Infrastructure,2023-24,Community Hall Construction,1700000,1170000,In Progress,2023-01-11,2023-09-16,Community Hall Construction for Ward 20
1280,Ward 20,West,Swathi Kumar,Infrastructure,2023-24,Bus Shelter Development,2780000,2680000,Completed,2023-05-02,2023-11-05,Bus Shelter Development for Ward 20
1281,Ward 01,North,Ravi Kumar,Roads,2024-25,Road Expansion,3620000,420000,Planned,2024-05-04,2025-02-06,Road Expansion for Ward 01
1282,Ward 01,North,Ravi Kumar,Roads,2024-25,Footpath Improvement,4170000,3160000,In Progress,2024-07-11,2025-01-12,Footpath Improvement for Ward 01
1283,Ward 01,North,Ravi Kumar,Sanitation,2024-25,Public Toilet Upgrade,3070000,2430000,In Progress,2024-09-09,2025-01-19,Public Toilet Upgrade for Ward 01
1284,Ward 01,North,Ravi Kumar,Sanitation,2024-25,Sewer Line Expansion,3650000,2360000,In Progress,2024-03-18,2024-11-13,Sewer Line Expansion for Ward 01
1285,Ward 01,North,Ravi Kumar,Healthcare,2024-25,Community Health Facility,3000000,1940000,In Progress,2024-05-15,2025-06-17,Community Health Facility for Ward 01
1286,Ward 01,North,Ravi Kumar,Healthcare,2024-25,PHC Upgrade,4140000,2800000,In Progress,2024-08-02,2025-04-29,PHC Upgrade for Ward 01
1287,Ward 01,North,Ravi Kumar,Healthcare,2024-25,Health Center Renovation,3850000,2970000,In Progress,2024-01-03,2025-02-22,Health Center Renovation for Ward 01
1288,Ward 01,North,Ravi Kumar,Education,2024-25,School Renovation,3040000,2430000,In Progress,2024-03-01,2024-08-11,School Renovation for Ward 01
1289,Ward 01,North,Ravi Kumar,Education,2024-25,Classroom Construction,4240000,3630000,In Progress,2024-03-03,2024-09-29,Classroom Construction for Ward 01
1290,Ward 01,North,Ravi Kumar,Water Supply,2024-25,Water Tank Construction,4720000,3530000,In Progress,2024-10-02,2025-11-05,Water Tank Construction for Ward 01
1291,Ward 01,North,Ravi Kumar,Water Supply,2024-25,Pipeline Repair,2750000,2130000,In Progress,2024-08-25,2025-01-01,Pipeline Repair for Ward 01
1292,Ward 01,North,Ravi Kumar,Infrastructure,2024-25,Bus Shelter Development,2910000,2340000,In Progress,2024-11-09,2025-06-14,Bus Shelter Development for Ward 01
1293,Ward 01,North,Ravi Kumar,Infrastructure,2024-25,Public Park Improvement,3780000,2370000,In Progress,2024-09-13,2025-09-25,Public Park Improvement for Ward 01
1294,Ward 01,North,Ravi Kumar,Infrastructure,2024-25,Street Lighting,1880000,1670000,In Progress,2024-04-20,2024-12-12,Street Lighting for Ward 01
1295,Ward 02,North,Suresh Rao,Roads,2024-25,Footpath Improvement,5090000,4930000,Completed,2024-03-03,2025-01-18,Footpath Improvement for Ward 02
1296,Ward 02,North,Suresh Rao,Roads,2024-25,Street Repair,3220000,2800000,In Progress,2024-11-11,2025-08-05,Street Repair for Ward 02
1297,Ward 02,North,Suresh Rao,Sanitation,2024-25,Sewer Line Expansion,3600000,2920000,In Progress,2024-05-06,2025-06-26,Sewer Line Expansion for Ward 02
1298,Ward 02,North,Suresh Rao,Sanitation,2024-25,Drainage Construction,2250000,1670000,In Progress,2024-04-05,2024-11-02,Drainage Construction for Ward 02
1299,Ward 02,North,Suresh Rao,Sanitation,2024-25,Waste Management Facility,3810000,2390000,In Progress,2024-06-15,2025-06-22,Waste Management Facility for Ward 02
1300,Ward 02,North,Suresh Rao,Healthcare,2024-25,PHC Upgrade,2450000,170000,Planned,2024-12-24,2025-11-24,PHC Upgrade for Ward 02
1301,Ward 02,North,Suresh Rao,Healthcare,2024-25,Health Center Renovation,3590000,3190000,In Progress,2024-02-05,2024-10-14,Health Center Renovation for Ward 02
1302,Ward 02,North,Suresh Rao,Education,2024-25,Classroom Construction,3680000,2860000,In Progress,2024-06-05,2025-06-12,Classroom Construction for Ward 02
1303,Ward 02,North,Suresh Rao,Education,2024-25,School Laboratory Upgrade,3670000,2500000,In Progress,2024-07-17,2024-11-12,School Laboratory Upgrade for Ward 02
1304,Ward 02,North,Suresh Rao,Water Supply,2024-25,Pipeline Repair,4890000,3910000,In Progress,2024-03-11,2024-10-02,Pipeline Repair for Ward 02
1305,Ward 02,North,Suresh Rao,Water Supply,2024-25,Water Treatment Upgrade,3360000,3180000,Completed,2024-02-09,2024-08-17,Water Treatment Upgrade for Ward 02
1306,Ward 02,North,Suresh Rao,Water Supply,2024-25,Water Pipeline Expansion,4270000,3470000,In Progress,2024-05-20,2025-05-18,Water Pipeline Expansion for Ward 02
1307,Ward 02,North,Suresh Rao,Infrastructure,2024-25,Public Park Improvement,1830000,1540000,In Progress,2024-10-05,2025-03-31,Public Park Improvement for Ward 02
1308,Ward 02,North,Suresh Rao,Infrastructure,2024-25,Street Lighting,3100000,2700000,In Progress,2024-10-02,2025-01-14,Street Lighting for Ward 02
1309,Ward 03,North,Priya Devi,Roads,2024-25,Street Repair,2890000,2750000,Completed,2024-05-21,2024-12-04,Street Repair for Ward 03
1310,Ward 03,North,Priya Devi,Roads,2024-25,Road Resurfacing,5360000,4100000,In Progress,2024-08-21,2025-08-25,Road Resurfacing for Ward 03
1311,Ward 03,North,Priya Devi,Roads,2024-25,Road Expansion,3640000,3470000,Completed,2024-11-13,2025-07-13,Road Expansion for Ward 03
1312,Ward 03,North,Priya Devi,Sanitation,2024-25,Drainage Construction,2960000,2540000,In Progress,2024-07-16,2025-06-08,Drainage Construction for Ward 03
1313,Ward 03,North,Priya Devi,Sanitation,2024-25,Waste Management Facility,2330000,1930000,In Progress,2024-12-11,2025-09-03,Waste Management Facility for Ward 03
1314,Ward 03,North,Priya Devi,Healthcare,2024-25,Health Center Renovation,4880000,3240000,In Progress,2024-09-04,2025-05-15,Health Center Renovation for Ward 03
1315,Ward 03,North,Priya Devi,Healthcare,2024-25,Medical Equipment Purchase,2770000,1830000,In Progress,2024-03-04,2024-06-27,Medical Equipment Purchase for Ward 03
1316,Ward 03,North,Priya Devi,Education,2024-25,School Laboratory Upgrade,2730000,2050000,In Progress,2024-04-06,2024-12-19,School Laboratory Upgrade for Ward 03
1317,Ward 03,North,Priya Devi,Education,2024-25,Library Development,4470000,3890000,In Progress,2024-03-16,2025-03-04,Library Development for Ward 03
1318,Ward 03,North,Priya Devi,Education,2024-25,School Renovation,3210000,2970000,Completed,2024-02-13,2025-01-26,School Renovation for Ward 03
1319,Ward 03,North,Priya Devi,Water Supply,2024-25,Water Treatment Upgrade,3710000,2610000,In Progress,2024-01-02,2024-08-23,Water Treatment Upgrade for Ward 03
1320,Ward 03,North,Priya Devi,Water Supply,2024-25,Water Pipeline Expansion,3830000,3550000,Completed,2024-08-10,2025-08-09,Water Pipeline Expansion for Ward 03
1321,Ward 03,North,Priya Devi,Infrastructure,2024-25,Street Lighting,1640000,1070000,In Progress,2024-05-24,2025-02-25,Street Lighting for Ward 03
1322,Ward 03,North,Priya Devi,Infrastructure,2024-25,Community Hall Construction,3340000,2490000,In Progress,2024-10-18,2025-04-25,Community Hall Construction for Ward 03
1323,Ward 04,North,Anil Kumar,Roads,2024-25,Road Resurfacing,3900000,2810000,In Progress,2024-08-25,2025-08-31,Road Resurfacing for Ward 04
1324,Ward 04,North,Anil Kumar,Roads,2024-25,Road Expansion,3600000,3470000,Completed,2024-02-05,2024-06-23,Road Expansion for Ward 04
1325,Ward 04,North,Anil Kumar,Sanitation,2024-25,Waste Management Facility,2810000,2520000,In Progress,2024-06-25,2024-12-05,Waste Management Facility for Ward 04
1326,Ward 04,North,Anil Kumar,Sanitation,2024-25,Public Toilet Upgrade,2320000,1850000,In Progress,2024-01-02,2024-06-10,Public Toilet Upgrade for Ward 04
1327,Ward 04,North,Anil Kumar,Healthcare,2024-25,Medical Equipment Purchase,4130000,3720000,Completed,2024-03-20,2025-03-08,Medical Equipment Purchase for Ward 04
1328,Ward 04,North,Anil Kumar,Healthcare,2024-25,Community Health Facility,2480000,2340000,Completed,2024-07-20,2025-03-20,Community Health Facility for Ward 04
1329,Ward 04,North,Anil Kumar,Healthcare,2024-25,PHC Upgrade,3780000,3010000,In Progress,2024-08-23,2025-09-05,PHC Upgrade for Ward 04
1330,Ward 04,North,Anil Kumar,Education,2024-25,Library Development,2750000,2490000,Completed,2024-11-04,2025-09-03,Library Development for Ward 04
1331,Ward 04,North,Anil Kumar,Education,2024-25,School Renovation,3520000,3160000,In Progress,2024-12-21,2025-04-03,School Renovation for Ward 04
1332,Ward 04,North,Anil Kumar,Water Supply,2024-25,Water Pipeline Expansion,4150000,2950000,In Progress,2024-10-19,2025-05-13,Water Pipeline Expansion for Ward 04
1333,Ward 04,North,Anil Kumar,Water Supply,2024-25,Water Tank Construction,4540000,3740000,In Progress,2024-11-24,2026-01-05,Water Tank Construction for Ward 04
1334,Ward 04,North,Anil Kumar,Infrastructure,2024-25,Community Hall Construction,3360000,2530000,In Progress,2024-04-02,2025-04-20,Community Hall Construction for Ward 04
1335,Ward 04,North,Anil Kumar,Infrastructure,2024-25,Bus Shelter Development,3750000,210000,Planned,2024-03-14,2024-09-24,Bus Shelter Development for Ward 04
1336,Ward 04,North,Anil Kumar,Infrastructure,2024-25,Public Park Improvement,2540000,2260000,In Progress,2024-12-24,2025-04-24,Public Park Improvement for Ward 04
1337,Ward 05,East,Lakshmi Devi,Roads,2024-25,Road Expansion,5140000,4110000,In Progress,2024-11-16,2025-11-10,Road Expansion for Ward 05
1338,Ward 05,East,Lakshmi Devi,Roads,2024-25,Footpath Improvement,3950000,3770000,Completed,2024-09-11,2025-09-15,Footpath Improvement for Ward 05
1339,Ward 05,East,Lakshmi Devi,Sanitation,2024-25,Public Toilet Upgrade,2710000,2410000,In Progress,2024-11-23,2025-07-06,Public Toilet Upgrade for Ward 05
1340,Ward 05,East,Lakshmi Devi,Sanitation,2024-25,Sewer Line Expansion,3350000,2300000,In Progress,2024-09-10,2025-04-03,Sewer Line Expansion for Ward 05
1341,Ward 05,East,Lakshmi Devi,Sanitation,2024-25,Drainage Construction,4190000,4030000,Completed,2024-12-07,2025-11-12,Drainage Construction for Ward 05
1342,Ward 05,East,Lakshmi Devi,Healthcare,2024-25,Community Health Facility,2990000,2210000,In Progress,2024-12-09,2025-08-03,Community Health Facility for Ward 05
1343,Ward 05,East,Lakshmi Devi,Healthcare,2024-25,PHC Upgrade,2430000,2080000,In Progress,2024-07-12,2024-12-23,PHC Upgrade for Ward 05
1344,Ward 05,East,Lakshmi Devi,Education,2024-25,School Renovation,2730000,1960000,In Progress,2024-06-15,2025-01-22,School Renovation for Ward 05
1345,Ward 05,East,Lakshmi Devi,Education,2024-25,Classroom Construction,3960000,2750000,In Progress,2024-05-18,2025-01-02,Classroom Construction for Ward 05
